text,majority_label,severity,labels,annotator_ids,targets
bro the deal with dprk is going forward and so is the investigation on hillary this is why the media is flooded with videos of crying beaner kids,0,Low,"0, 2, 0","3, 92, 4","Hispanic, Refugee"
chettoes u mean ghettos the places the kike gathered to subvert christianity,2,High,"2, 2, 0","202, 200, 230","Jewish, Christian"
lol fuxking snow nigger i love it keep going,2,High,"0, 2, 2","4, 37, 101","African, Caucasian, None"
far too often a white person challenges my intelligence that shit drives me insane,1,Medium,"1, 1, 1","17, 9, 10",None
i agree with you it all boils down to girl woman upbringing but point is that only a white man would do something like this not beaner or nigger or whichever other species of coloreds,0,Low,"0, 0, 0","4, 10, 54","Other, African, Hispanic"
now i am angry took out on this nigger while it his first day at work <sad>,0,Low,"1, 0, 0","67, 4, 3","African, None"
arabs are so privileged and entitled it embarassing we are like the white people of the islamic world,1,Medium,"1, 1, 1","18, 39, 17",None
no matter how hard a nigga thinks he is they all look the same with my titties in their mouth lmao,1,Medium,"1, 1, 1","18, 4, 59","Men, African, None"
smu hated me so much that they started actually winning games and ended up ranked as soon as i left well fuck you too 😭,1,Medium,"1, 1, 1","18, 46, 39",None
lmao i hate when i slide a homie a bitch and she end up being dummy smooth,2,High,"1, 2, 2","115, 7, 4","Women, None"
who are u faggot why are u in my group running ur mouth like i give a shit oh wait random boomer oh shit lol how did u wander into my group u drooling retard,0,Low,"0, 0, 0","212, 203, 211","Women, Homosexual, Heterosexual"
university of washington republicans got attacked with paint on campus imagine the school will not do anything about it and back the retarded leftists brats behind it yup jackasses,2,High,"2, 2, 2","199, 235, 222","Other, None"
<user> need to crack that bitch off and let er float free,2,High,"2, 2, 2","251, 221, 215",Women
a little tip for you do some research before you comment garbage otherwise you just sound like a retarded idiot do not bother replying you are muted,2,High,"2, 2, 2","203, 224, 204","Other, None"
how ghetto do you have to be to steal from your friends,1,Medium,"1, 1, 1","217, 202, 233","Men, Women, None, Other"
why do you think all the arabs want that piece of sand now when they could not be bothered with it before,1,Medium,"0, 1, 1","235, 215, 217","Men, Women, Arab, None"
the underclass in white countries has better standards of life than in their native countries unless people make explicit nazi states that pattern will not change,2,High,"2, 1, 2","212, 206, 223","Jewish, Caucasian, None"
i still am not a nigger lover tho,0,Low,"0, 0, 0","77, 4, 3",African
<user> <user> ikr its always some white girl and noah centineo give us the lesbians,1,Medium,"1, 1, 1","64, 9, 10",None
<user> <user> this so sick too call for this person to get raped well theres something call karma,1,Medium,"1, 1, 1","100, 4, 1","Women, None"
<user> <user> they are us they speak a language of our family have preislamic european traditions and culture,1,Medium,"1, 1, 1","207, 221, 204","Islam, Refugee"
children that do not even exist you bottom feeding retarded sjw go back to twitter if you want to be a virtue signaling libtard,2,High,"2, 2, 1","206, 207, 221","Other, None"
hmm wow cant say im cool with that you guys will have to drop that kike or im out tbh <user> ‍ <user> ‍,0,Low,"0, 0, 0","9, 46, 3",Jewish
stupid meme delete now dont you dare put a kike on the boss face not even joking delete now,0,Low,"0, 0, 0","3, 54, 9",Jewish
brown skin dark skin women so fine,1,Medium,"1, 1, 1","25, 6, 7",None
kevin spacey comes right out with it confessed he preyed on a teenage actor tries to immediately deflect by coming out sure i may have preyed on teenage boys but hey at least i am openly gay now a homosexual through and through,0,Low,"0, 0, 2","206, 213, 212","Other, Homosexual"
<user> <user> i hate you 😅,0,Low,"0, 2, 0","203, 235, 209",None
see i agree with that <percent> the key is choice it <user> who does not seem to believe in choice she thinks everyone should be like her i disagree she also thinks it ok to call people dykes and faggots so we disagree on multiple fronts,1,Medium,"1, 1, 1","4, 9, 15","Homosexual, None"
whenever money is transferred someone can make people are profiting from it an illiterate hiv moslem increases the gdp by more than a nurse all govt spending increases gdp its easier to make money off destruction than creation if you know when traitors will stab a country in the back,1,Medium,"1, 1, 1","6, 54, 9",None
gay people tweeting about got just look like they ’ re ready to party and play,1,Medium,"1, 1, 1","238, 233, 217","Men, Women, Homosexual"
welcome to america home the degenerate globalist scum who pride themselves on brainwashing and manipulating other people children in the hopes of eventually creating a mindless ghetto of exquisite slave perfection,2,High,"2, 2, 2","237, 211, 208","Other, Caucasian"
kill yourself faggot,0,Low,"2, 0, 0","208, 228, 248",Homosexual
danai gurira the world does not revolve around the u.s. ados folks how dare she these black immigrants hate us,2,High,"2, 2, 2","203, 206, 235","African, Refugee"
<user> i d love to say i am a ship queer but deep down i know i am the pub type and the homosexual alcoholic 😂,1,Medium,"1, 1, 1","10, 21, 111",None
a stolen thought from a great voice hey nazis hate jews negroes hate jews arabs hate jews why can not the nazis negroes and arabs just get along what in a statue,0,Low,"0, 0, 1","226, 200, 211","Jewish, None, Arab, African"
i slapped my liberal uncle like a bitch nuff said,2,High,"2, 2, 2","200, 206, 223","Women, None"
how to keep people out the lab play nigger music over the lab speaker,0,Low,"0, 0, 0","70, 4, 25","Other, African, Minority, Nonreligious"
<user> <user> people act as if you can not say the same about the states obviously not all americans are pro guns not all americans support their government treatment of immigrants and foreigners but when it comes to israel suddenly the logic changes,1,Medium,"1, 1, 1","9, 10, 11",None
<user> quit fetishizing race and gender you fuckin white ass idiot,2,High,"2, 1, 2","39, 4, 55","Other, Caucasian, None"
i feel like dealing with us dykes or studs is difficult 😭,1,Medium,"1, 1, 1","4, 17, 9","Homosexual, None"
i am <number> and i followed my instincts i never liked negerball never watched the retarded bonobo chimps,1,Medium,"1, 0, 1","211, 242, 209","African, None"
this hoe aaliyah talking bout weather and shit 😂 😂 😂 😂 😂,2,High,"2, 2, 1","203, 199, 209","Other, Women"
if every muzzie in america voted for one person it would not even gain them a percentage point you need to expand your list dude,2,High,"2, 2, 0","6, 2, 4",Islam
eat your dic wait thats gay,1,Medium,"1, 1, 1","4, 7, 6","Homosexual, None"
you left out the women you can not have a nazi circle jerk with them,1,Medium,"1, 1, 1","225, 207, 204","Women, None"
<user> that shows us how many white supremacist are in america scarry probably <number> <number> are nazi,1,Medium,"1, 2, 1","245, 202, 233","Other, Caucasian, None"
i just want my baby but mfs want to act retarded today,2,High,"2, 2, 1","4, 30, 60","Other, Disability, None"
chris clemons is a fucking beast,1,Medium,"1, 1, 1","96, 17, 3",None
so when obama and his mudslime sidekick vallerie travel there it will be confirmed they are not americans <user>,0,Low,"0, 0, 0","4, 6, 27",Islam
swedish men are all silent as their woman are being raped to death by niggers,2,High,"2, 2, 0","211, 209, 231","Women, African"
<user> true and any non muslims in muslim countries,1,Medium,"1, 1, 1","44, 126, 59",None
which filth do u mean the niggers jews spics chinks street shitting dotheads rag head camel fuckers gooks flips kikes slants or fags u can not swing a dead niglet these days without hitting some filth 😡,0,Low,"2, 0, 0","202, 204, 203","African, Asian, Homosexual, Hispanic, Other, Islam, Jewish, Arab"
nearby which will give them citizenship so india supports those refugees refugee crisis is not a new problem congress never addressed it bjp addressed it was there in the party <number> manifesto also amit shah has said it so it will be done so stop wasting your time crying <number> <number>,1,Medium,"1, 1, 1","12, 9, 55",None
that ’ why i ’ m so over moen at this point not really moen just these old ass great uncle looking ass women,2,High,"2, 1, 2","202, 221, 212","Other, Women"
do not act like your not a kike ive read your posts months ago your the ny kike that moved to pine hills and buys nigger tranny hookers on obt how could i forget you,0,Low,"0, 0, 0","3, 50, 4","Other, African, Homosexual, Jewish"
pedophiles are abhorrent and no i am not talking about moor trump or jerry the real ones target white nations in eastern europe and steal children for the white slave trade in middle east mainly israel also the faggots that engage child porn or buy it slavery howdotheygetawaywithit,2,High,"2, 2, 1","231, 223, 205","Jewish, Homosexual, None, Arab"
my bitchass dogs are on a together rn 🥺 🥺 🥺 take me to new york right this instant im sad,1,Medium,"1, 1, 2","203, 199, 209","Other, None"
this linda sour asswipe is a filthy muzzie and nightmare not a dreamer dog turd wrapped in funeral netting,0,Low,"0, 0, 2","4, 67, 6",Islam
jews are behind the muslim religion and people,0,Low,"1, 0, 0","233, 231, 208","Islam, Jewish"
muzzeez do not like dogs blax hate whites blax love to harrass whites and play the ghetto lotto take your pick,0,Low,"2, 0, 0","232, 205, 200","Islam, African, Caucasian"
so why is it gay pride month and black history month do the gays have no history and the blacks have no pride or the other way around,2,High,"2, 2, 0","230, 212, 211","African, Homosexual"
he is going wherever jews take him israel first not america,1,Medium,"1, 2, 1","207, 231, 204",Jewish
